Date,SP500,VIX,ret
2012-11-05,1417.260009765625,18.42,0.21614713450572864
2012-11-06,1428.3900146484375,17.58,0.7822509122727084
2012-11-07,1394.530029296875,19.08,-2.3990484179204685
2012-11-08,1377.510009765625,18.49,-1.2279933313509517
2012-11-09,1379.8499755859375,18.61,0.16972512798218986
2012-11-12,1380.030029296875,16.68,0.013047937654864228
2012-11-13,1374.530029296875,16.65,-0.39933834747456487
2012-11-14,1355.489990234375,17.92,-1.3948870444327355
2012-11-15,1353.3299560546875,17.99,-0.15948159570164933
2012-11-16,1359.8800048828125,16.41,0.4828274735175775
2012-11-19,1386.8900146484375,15.24,1.9667376739547215
2012-11-20,1387.81005859375,15.08,0.06631664358280887
2012-11-21,1391.030029296875,15.31,0.2317493660971337
2012-11-23,1409.1500244140625,15.14,1.2942202068968456
2012-11-26,1406.2900390625,15.5,-0.20316442693264491
2012-11-27,1398.93994140625,15.92,-0.5240293685227826
2012-11-28,1409.9300537109375,15.51,0.7825330760125482
2012-11-29,1415.949951171875,15.06,0.42605535668815975
2012-11-30,1416.1800537109375,15.87,0.016249433406834157
2012-12-03,1409.4599609375,16.64,-0.4756519166260631
2012-12-04,1407.050048828125,17.12,-0.17112757910542342
2012-12-05,1409.280029296875,16.46,0.15836076545872046
2012-12-06,1413.93994140625,16.58,0.3301135858709614
2012-12-07,1418.0699462890625,15.9,0.29166619993503673
2012-12-10,1418.550048828125,16.05,0.03385032499760854
2012-12-11,1427.8399658203125,15.57,0.6527531315292379
2012-12-12,1428.47998046875,15.95,0.04481393339572648
2012-12-13,1419.449951171875,16.56,-0.634148997700823
2012-12-14,1413.5799560546875,17.0,-0.41439756794918736
2012-12-17,1430.3599853515625,16.34,1.1800688037810758
2012-12-18,1446.7900390625,15.57,1.1421185666775635
2012-12-19,1435.81005859375,17.36,-0.7618145562821255
2012-12-20,1443.68994140625,17.67,0.5473104693568764
2012-12-21,1430.1500244140625,17.84,-0.9422944450144577
2012-12-24,1426.6600341796875,17.84,-0.24432789712660608
2012-12-26,1419.8299560546875,19.48,-0.479895678992559
2012-12-27,1418.0999755859375,19.47,-0.12191849162670465
2012-12-28,1402.4300537109375,22.72,-1.1111445674961473
2012-12-31,1426.18994140625,18.02,1.680002726988583
2013-01-02,1462.4200439453125,14.68,2.5086115958697697
2013-01-03,1459.3699951171875,14.56,-0.20877954235247742
2013-01-04,1466.469970703125,13.83,0.4853299978980985
2013-01-07,1461.8900146484375,13.79,-0.3128003259122103
2013-01-08,1457.1500244140625,13.62,-0.32476391807332305
2013-01-09,1461.02001953125,13.81,0.26523453586815293
2013-01-10,1472.1199951171875,13.49,0.7568700109210624
2013-01-11,1472.050048828125,13.36,-0.004751511497769201
2013-01-14,1470.6800537109375,13.52,-0.0931104904918989
2013-01-15,1472.3399658203125,13.55,0.11280332953038652
2013-01-16,1472.6300048828125,13.42,0.01969725099559838
2013-01-17,1480.93994140625,13.57,0.5627060541354645
2013-01-18,1485.97998046875,12.46,0.33974923781512345
2013-01-22,1492.56005859375,12.43,0.4418331627712213
2013-01-23,1494.81005859375,12.46,0.15063419242924425
2013-01-24,1494.8199462890625,12.69,0.0006614661544723788
2013-01-25,1502.9599609375,12.89,0.5430708661868344
2013-01-28,1500.1800537109375,13.57,-0.18513342747921158
2013-01-29,1507.8399658203125,13.31,0.5093003781205141
2013-01-30,1501.9599609375,14.32,-0.3907244671752075
2013-01-31,1498.1099853515625,14.28,-0.25665919583923724
2013-02-01,1513.1700439453125,12.9,1.0002513224010023
2013-02-04,1495.7099609375,14.67,-1.1605832709651764
2013-02-05,1511.2900390625,13.72,1.0362632222059354
2013-02-06,1512.1199951171875,13.41,0.05490198591342477
2013-02-07,1509.3900146484375,13.5,-0.18070310558568892
2013-02-08,1517.9300537109375,13.02,0.5641994585043442
2013-02-11,1517.010009765625,12.94,-0.06063012476387186
2013-02-12,1519.4300537109375,12.64,0.15940011376045504
2013-02-13,1520.3299560546875,12.98,0.059208777479113905
2013-02-14,1521.3800048828125,12.66,0.06904332650528033
2013-02-15,1519.7900390625,12.46,-0.10456277960129157
2013-02-19,1530.93994140625,12.31,0.7309694441360648
2013-02-20,1511.949951171875,14.68,-1.248171143000576
2013-02-21,1502.4200439453125,15.22,-0.6323005465665332
2013-02-22,1515.5999755859375,14.17,0.8734213386774492
2013-02-25,1487.8499755859375,18.99,-1.847927558477469
2013-02-26,1496.93994140625,16.87,0.6090876862567818
2013-02-27,1515.989990234375,14.73,1.2645699119019582
2013-02-28,1514.6800537109375,15.51,-0.08644534614576926
2013-03-01,1518.199951171875,15.36,0.23211594495267107
2013-03-04,1525.199951171875,14.01,0.4600126548350403
2013-03-05,1539.7900390625,13.48,0.9520551872499894
2013-03-06,1541.4599609375,13.53,0.10839250554139923
2013-03-07,1544.260009765625,13.06,0.18148436172067406
2013-03-08,1551.1800537109375,12.59,0.44711287129546307
2013-03-11,1556.219970703125,11.56,0.3243818865874104
2013-03-12,1552.47998046875,12.27,-0.24061453968018398
2013-03-13,1554.52001953125,11.83,0.13131891571704912
2013-03-14,1563.22998046875,11.3,0.5587352158972436
2013-03-15,1560.699951171875,11.3,-0.16197737499892284
2013-03-18,1552.0999755859375,13.36,-0.5525570335024099
2013-03-19,1548.3399658203125,14.39,-0.24254697268757397
2013-03-20,1558.7099609375,12.67,0.6675163815817342
2013-03-21,1545.800048828125,13.99,-0.831692375600479
2013-03-22,1556.8900146484375,13.57,0.7148643803299493
2013-03-25,1551.68994140625,13.74,-0.33456293009468396
2013-03-26,1563.77001953125,12.77,0.7754963194635422
2013-03-27,1562.8499755859375,13.15,-0.05885230525652929
2013-03-28,1569.18994140625,12.7,0.40484633961916927
2013-04-01,1562.1700439453125,13.58,-0.4483616865356588
2013-04-02,1570.25,12.78,0.5158933898854023
2013-04-03,1553.68994140625,14.21,-1.0602133218841736
2013-04-04,1559.97998046875,13.89,0.404027901273718
2013-04-05,1553.280029296875,13.92,-0.4304145168907425
2013-04-08,1563.0699462890625,13.19,0.6282958765271296
2013-04-09,1568.6099853515625,12.84,0.35380658065768955
2013-04-10,1587.72998046875,12.36,1.2115443329548725
2013-04-11,1593.3699951171875,12.24,0.3545956179577203
2013-04-12,1588.8499755859375,12.06,-0.2840798318548998
2013-04-15,1552.3599853515625,17.27,-2.323412455036511
2013-04-16,1574.5699462890625,13.96,1.420584082806453
2013-04-17,1552.010009765625,16.51,-1.4431313685983937
2013-04-18,1541.6099853515625,17.56,-0.6723555969544215
2013-04-19,1555.25,14.97,0.8808989051054539
2013-04-22,1562.5,14.39,0.465079821542691
2013-04-23,1578.780029296875,13.48,1.0365312805553195
2013-04-24,1578.7900390625,13.61,0.0006340170072505202
2013-04-25,1585.1600341796875,13.62,0.40266145649914264
2013-04-26,1582.239990234375,13.61,-0.1843811801517603
2013-04-29,1593.6099853515625,13.71,0.7160315369406867
2013-04-30,1597.5699462890625,13.52,0.24818174185821107
2013-05-01,1582.699951171875,14.49,-0.9351472649563597
2013-05-02,1597.5899658203125,13.59,0.9364003810320654
2013-05-03,1614.4200439453125,12.85,1.0479563948170068
2013-05-06,1617.5,12.66,0.19059611284841793
2013-05-07,1625.9599609375,12.83,0.5216639159836944
2013-05-08,1632.68994140625,12.66,0.4130538866697009
2013-05-09,1626.6700439453125,13.13,-0.3693918028773169
2013-05-10,1633.699951171875,12.59,0.431234377158507
2013-05-13,1633.77001953125,12.55,0.004288844886968235
2013-05-14,1650.3399658203125,12.77,1.0091066969150297
2013-05-15,1658.780029296875,12.81,0.5101103490210868
2013-05-16,1650.469970703125,13.07,-0.5022331985411022
2013-05-17,1667.469970703125,12.45,1.024741198656276
2013-05-20,1666.2900390625,13.02,-0.07078684047074901
2013-05-21,1669.1600341796875,13.37,0.17209046830028996
2013-05-22,1655.3499755859375,13.82,-0.8308074265778842
2013-05-23,1650.510009765625,14.07,-0.29281151046065546
2013-05-24,1649.5999755859375,13.99,-0.05515174989882965
2013-05-28,1660.06005859375,14.48,0.632096210916
2013-05-29,1648.3599853515625,14.83,-0.7072936243165628
2013-05-30,1654.4100341796875,14.53,0.36636251143127296
2013-05-31,1630.739990234375,16.3,-1.4410576921856766
2013-06-03,1640.4200439453125,16.28,0.5918439859741831
2013-06-04,1631.3800048828125,16.27,-0.5526048005605411
2013-06-05,1608.9000244140625,17.5,-1.387555454392242
2013-06-06,1622.56005859375,16.63,0.8454454144231072
2013-06-07,1643.3800048828125,15.14,1.2749914526945183
2013-06-10,1642.81005859375,15.44,-0.03468736036369435
2013-06-11,1626.1300048828125,17.07,-1.0205264184820706
2013-06-12,1612.52001953125,18.59,-0.8404776908051304
2013-06-13,1636.3599853515625,16.41,1.4676069097359523
2013-06-14,1626.72998046875,17.15,-0.5902401062458651
2013-06-17,1639.0400390625,16.8,0.7538875562715042
2013-06-18,1651.81005859375,16.61,0.7760963428783185
2013-06-19,1628.9300537109375,16.64,-1.394830132848135
2013-06-20,1588.18994140625,20.49,-2.53284243922991
2013-06-21,1592.4300537109375,18.9,0.2666219053526042
2013-06-24,1573.0899658203125,20.11,-1.2219368959627275
2013-06-25,1588.030029296875,18.47,0.9452456559302824
2013-06-26,1603.260009765625,17.21,0.9544789666189324
2013-06-27,1613.199951171875,16.86,0.6180691300296637
2013-06-28,1606.280029296875,16.86,-0.42987889804679824
2013-07-01,1614.9599609375,16.37,0.5389199609390438
2013-07-02,1614.0799560546875,16.44,-0.05450566900506715
2013-07-03,1615.4100341796875,16.2,0.08237078945754206
2013-07-05,1631.8900146484375,14.89,1.015004570322553
2013-07-08,1640.4599609375,14.78,0.5237805213836211
2013-07-09,1652.3199462890625,14.35,0.7203661934862993
2013-07-10,1652.6199951171875,14.21,0.018157596462842207
2013-07-11,1675.02001953125,14.01,1.346321276535356
2013-07-12,1680.18994140625,13.84,0.3081730220628742
2013-07-15,1682.5,13.79,0.13739351515562603
2013-07-16,1676.260009765625,14.42,-0.3715655417707353
2013-07-17,1680.9100341796875,13.78,0.27702066483987764
2013-07-18,1689.3699951171875,13.77,0.5020341712006271
2013-07-19,1692.0899658203125,12.54,0.1608755579646015
2013-07-22,1695.530029296875,12.29,0.20309625424266287
2013-07-23,1692.3900146484375,12.66,-0.1853653868336913
2013-07-24,1685.93994140625,13.18,-0.3818502729718176
2013-07-25,1690.25,12.97,0.2553209985189042
2013-07-26,1691.6500244140625,12.72,0.08279514379090358
2013-07-29,1685.3299560546875,13.39,-0.3743034175367477
2013-07-30,1685.9599609375,13.39,0.03737470853337754
2013-07-31,1685.72998046875,13.45,-0.013641851599821564
2013-08-01,1706.8699951171875,12.94,1.2462588230416571
2013-08-02,1709.6700439453125,11.98,0.16391140879470356
2013-08-05,1707.1400146484375,11.84,-0.14809308775634022
2013-08-06,1697.3699951171875,12.72,-0.5739472830554426
2013-08-07,1690.9100341796875,12.98,-0.38131256619413634
2013-08-08,1697.47998046875,12.73,0.38779210740464976
2013-08-09,1691.4200439453125,13.41,-0.35763480414265914
2013-08-12,1689.469970703125,12.81,-0.11535858605249416
2013-08-13,1694.1600341796875,12.31,0.27722100072677947
2013-08-14,1685.3900146484375,13.04,-0.5190063227857422
2013-08-15,1661.3199462890625,14.73,-1.438456494796192
2013-08-16,1655.8299560546875,14.37,-0.33100676234782966
2013-08-19,1646.06005859375,15.1,-0.591777795715398
2013-08-20,1652.3499755859375,14.91,0.3813913098371202
2013-08-21,1642.800048828125,15.94,-0.5796369467346629
2013-08-22,1656.9599609375,14.76,0.8582441743413938
2013-08-23,1663.5,13.98,0.3939241910212665
2013-08-26,1656.780029296875,14.99,-0.40478392300578037
2013-08-27,1630.47998046875,16.77,-1.6001539229184125
2013-08-28,1634.9599609375,16.49,0.2743877308969189
2013-08-29,1638.1700439453125,16.81,0.19614766490958502
2013-08-30,1632.969970703125,17.01,-0.31793671926347855
2013-09-03,1639.77001953125,16.61,0.4155575226959307
2013-09-04,1653.0799560546875,15.88,0.8084187928560027
2013-09-05,1655.0799560546875,15.77,0.12091315394675561
2013-09-06,1655.1700439453125,15.85,0.005442965978197378
2013-09-09,1671.7099609375,15.63,0.9943282138970666
2013-09-10,1683.989990234375,14.53,0.731894048480175
2013-09-11,1689.1300048828125,13.82,0.30476346138188504
2013-09-12,1683.4200439453125,14.29,-0.3386141827801836
2013-09-13,1687.989990234375,14.16,0.2711001653103118
2013-09-16,1697.5999755859375,14.38,0.5677008295821295
2013-09-17,1704.760009765625,14.53,0.42088695965523115
2013-09-18,1725.52001953125,13.59,1.210412155841567
2013-09-19,1722.3399658203125,13.16,-0.18446541484813395
2013-09-20,1709.9100341796875,13.12,-0.7243053962847412
2013-09-23,1701.8399658203125,14.31,-0.47307589419514073
2013-09-24,1697.4200439453125,14.08,-0.26005214977313784
2013-09-25,1692.77001953125,14.01,-0.2743225154378415
2013-09-26,1698.6700439453125,14.06,0.34793658479985723
2013-09-27,1691.75,15.46,-0.4082121663444127
2013-09-30,1681.550048828125,16.6,-0.6047479981190484
2013-10-01,1695.0,15.54,0.7966724683406312
2013-10-02,1693.8699951171875,16.6,-0.06668918703409688
2013-10-03,1678.6600341796875,17.67,-0.901997250055242
2013-10-04,1690.5,16.74,0.7028466704283254
2013-10-07,1676.1199951171875,19.41,-0.8542747536819384
2013-10-08,1655.449951171875,20.34,-1.2408749931083207
2013-10-09,1656.4000244140625,19.6,0.05737417306050929
2013-10-10,1692.56005859375,16.48,2.159562288283645
2013-10-11,1703.199951171875,15.72,0.6266595617328008
2013-10-14,1710.1400146484375,16.07,0.4066441145288202
2013-10-15,1698.06005859375,18.66,-0.7088789613758806
2013-10-16,1721.5400390625,14.71,1.3732804307132085
2013-10-17,1733.1500244140625,13.48,0.6721314413737467
2013-10-18,1744.5,13.04,0.6527405463622848
2013-10-21,1744.6600341796875,13.16,0.009173220960434492
2013-10-22,1754.6700439453125,13.33,0.5721116239627122
2013-10-23,1746.3800048828125,13.42,-0.4735753240036722
2013-10-24,1752.0699462890625,13.2,0.3252838544355541
2013-10-25,1759.77001953125,13.09,0.4385214392774728
2013-10-28,1762.1099853515625,13.31,0.13288165192371082
2013-10-29,1771.949951171875,13.41,0.5568661214094384
2013-10-30,1763.31005859375,13.65,-0.4887849694569901
2013-10-31,1756.5400390625,13.75,-0.3846770567937696
2013-11-01,1761.6400146484375,13.28,0.28992144122090835
2013-11-04,1767.9300537109375,12.93,0.356419937809882
2013-11-05,1762.969970703125,13.27,-0.2809530848340458
2013-11-06,1770.489990234375,12.67,0.42564687122874645
2013-11-07,1747.1500244140625,13.91,-1.3270435999594987
2013-11-08,1770.6099853515625,12.9,1.3338208792264439
2013-11-11,1771.8900146484375,12.53,0.07226700649729523
2013-11-12,1767.68994140625,12.82,-0.23732054456200302
2013-11-13,1782.0,12.52,0.8062752720499056
2013-11-14,1790.6199951171875,12.37,0.4825596820451139
2013-11-15,1798.1800537109375,12.19,0.421314627388103
2013-11-18,1791.530029296875,13.1,-0.3705052423504718
2013-11-19,1787.8699951171875,13.39,-0.20450552776010156
2013-11-20,1781.3699951171875,13.4,-0.3642235996161425
2013-11-21,1795.8499755859375,12.66,0.8095705420756438
2013-11-22,1804.760009765625,12.26,0.4949190500028955
2013-11-25,1802.47998046875,12.79,-0.1264140787239576
2013-11-26,1802.75,12.81,0.014979323550345924
2013-11-27,1807.22998046875,12.98,0.2481998677461128
2013-11-29,1805.81005859375,13.7,-0.07859984571165768
2013-12-02,1800.9000244140625,14.23,-0.27227235347160317
2013-12-03,1795.1500244140625,14.55,-0.3197955991893764
2013-12-04,1792.81005859375,14.7,-0.13043434697870282
2013-12-05,1785.030029296875,15.08,-0.4349015813080115
2013-12-06,1805.0899658203125,13.79,1.1175194876876127
2013-12-09,1808.3699951171875,13.49,0.18154512479506835
